"id","k3","k4","k5"
"939",2.62,2.44,3.28
"940",3.16,5.02,3.64
"941",8.18,1.26,1
"942",0.74,6.66,6.52
"943",4.7,4.38,0.86
"944",2.9,3.32,4.12
"945",10.26,6.68,3.78
"946",2.6,0.74,2.88
"947",2.76,3.06,4.12
"948",1.56,4.38,5.28
"949",4.66,2.4,5.66
"950",4.98,3.62,3.7
"951",2.9,2.6,2.06
"952",0.18,2.42,2.8
"953",0.74,4.14,2.52
"954",3.18,3.78,2.26
"955",3.34,5.6,4.06
"956",3.04,1.42,5.72
"957",5.58,4.62,4.38
"958",7.96,5.48,4.36
"959",0.22,2.54,4.14
"960",8.22,3.4,7.06
"961",1.82,2.68,2.42
"962",2.36,3.66,2.62
"963",0.52,1.74,4.48
"964",2.92,3.66,3.32
"965",3.64,2.86,2.3
"966",2.12,4.02,1.86
"967",2.9,1.58,0.3
"968",1.42,4.28,2.8
"969",4.28,1.56,0.62
"970",2.76,5.36,5.44
"971",0.6,4.4,1
"972",0.38,1.34,5.66
"973",1.32,8.18,5.56
"974",7.92,6.26,6.54
"975",6.66,3.1,5.54
"976",3.24,8.2,4.3
"977",1.16,4.66,3.88
"978",2.6,2.22,4.46
"979",1.36,2.52,2.16
"980",3.78,3.18,12.96
"981",2.42,8.28,3.12
"982",0.56,5.38,3.76
"983",0.9,1,8.3
"984",5.22,0.62,3.96
"985",3.68,4.82,2.2
"986",3,7.4,7.58
"987",3.6,5.58,1.84
"988",1.42,6.78,9.9
"989",2.14,3.1,9.7
"990",2.04,5.24,5.9
"991",2.9,4.96,2.16
"992",0.34,7.4,4.36
"993",3.4,5.36,4.28
"994",1.2,8.14,2.86
"995",1.1,1.44,5.26
"996",3.48,1.4,2.12
"997",2.62,2.7,5.98
"998",3.4,4.86,5.9
"999",1.32,1.38,5.98
"1000",3.7,0.52,1.8
"1001",1.86,2.78,5.98
"1002",2.34,7.18,4.54
"1003",6.04,1.04,4.12
"1004",2.84,1.6,2.76
"1005",4.98,3.72,2.82
"1006",3.28,2.16,3.1
"1007",1.04,7.08,3.94
"1008",3.76,8.08,5.72
"1009",2.26,6.48,3.94
"1010",4.18,2.3,10.46
"1011",5.82,7.74,2.04
"1012",1.9,3.34,2.64
"1013",0.7,1.02,2.14
"1014",10.02,0.94,1.96
"1015",1.4,3.64,2.5
"1016",1.8,2.94,3.14
"1017",0.92,2.1,3.38
"1018",4.62,5.4,3.06
"1019",1.4,1.32,3.24
"1020",6.08,5.08,2
"1021",4.02,2.86,1.88
"1022",2.32,1.82,3.88
"1023",9.26,5.52,1.04
"1024",4.26,5.22,7.16
"1025",1.14,4.94,3.44
"1026",2.02,1.5,5.72
"1027",1.98,8.54,3.28
"1028",2.94,2.7,11.72
"1029",3.8,5.6,9.84
"1030",2.68,1.56,1.02
"1031",5.78,3.24,5.8
"1032",2.02,2.34,2.12
"1033",3.38,7.64,3.74
"1034",2.82,3.16,8.42
"1035",7.32,0.92,8.94
"1036",0.76,2.02,5.1
"1037",2.98,2.38,4.38
"1038",3.72,3.28,3.26
"1039",1.7,5,4.96
"1040",0.92,4.52,7.24
"1041",1.8,6.08,4
"1042",2.46,1.14,3.32
"1043",1.98,1.86,4.12
"1044",2.02,3.24,2.94
"1045",3.24,3.16,2.78
"1046",6,7.66,4.64
"1047",7.38,9.92,4.34
"1048",2.84,2.14,2.66
"1049",6.42,3.32,4.26
"1050",7.9,1.08,1.8
"1051",2.26,3.58,6.8
"1052",1.34,6.14,3.22
"1053",1.4,1.2,8.86
"1054",0.98,1.26,3.44
"1055",2.3,2.92,12.78
"1056",6.02,3.32,5.8
"1057",2.8,1.32,6.2
"1058",2.7,3.8,6.38
"1059",1.64,1.24,2.58
"1060",3.62,4.28,6.82
"1061",2.44,3.46,3.46
"1062",5.88,1.88,3.36
"1063",1.24,7.92,8.22
"1064",1.4,0.86,4.32
"1065",2.54,4.34,7.24
"1066",6.18,6.7,6.6
"1067",4.5,2.6,6.96
"1068",2.22,3.22,5.88
"1069",3.32,13.64,3.64
"1070",1.3,3.98,2.74
"1071",5.84,1.4,1.32
"1072",0.68,3.98,12.08
"1073",4.36,2.68,5.22
"1074",4.52,3.44,1.76
"1075",3.82,5.3,5.66
"1076",4.68,2.18,3.56
"1077",2.1,6.44,4.66
"1078",1.66,3.5,1.58
"1079",5.06,6.18,2.08
"1080",3.08,1.48,6.6
"1081",3.46,7.26,1.94
"1082",0.76,6.38,2.3
"1083",0.9,3.92,2
"1084",3.26,2.46,1.88
"1085",2.88,0.54,11.38
"1086",0.74,2.2,5.26
"1087",0.66,1.86,8.54
"1088",3.04,1.82,4.22
"1089",8.6,2.56,2.9
"1090",1.26,2.02,3.38
"1091",2.06,1.34,5.54
"1092",6.38,3.44,4.24
"1093",1.7,4.84,3.48
"1094",2.62,1.04,4.76
"1095",3,3.8,5.4
"1096",0.76,4.36,11.74
"1097",8.04,0.94,4.44
"1098",3.72,0.92,5.04
"1099",2.16,7.4,5.08
"1100",2.02,4.22,0.98
"1101",1.9,7.34,7.36
"1102",6.42,5.16,4.22
"1103",3.06,6.3,7.86
"1104",0.46,0.52,2.14
"1105",1.68,4.44,11.08
"1106",3.42,1.76,7.26
"1107",4.18,2.3,3.64
"1108",6.86,6.84,5.08
"1109",1.16,7.58,4
"1110",3.6,3.46,11
"1111",3.42,1.66,5.98
"1112",10.96,1.18,8.38
"1113",6.84,0.36,3.04
"1114",5.42,3.98,3.48
"1115",2.7,1.16,4.26
"1116",3,2.2,7.02
"1117",4.84,6.04,7.62
"1118",1.02,0.82,6.96
"1119",4.2,8.68,6.06
"1120",3,3.8,3.64
"1121",1.96,2.72,2.54
"1122",4.62,1.96,5.1
"1123",4.7,2.38,4.9
"1124",2.08,2.12,0.96
"1125",1.8,1.86,0.26
"1126",1.66,3.54,5.06
"1127",2.28,5.66,3.42
"1128",1.16,1.96,2.32
"1129",1.48,2.14,3.72
"1130",8.68,1.24,5.02
"1131",5.64,0.96,4.32
"1132",3.54,1.34,2.24
"1133",3.3,1.42,4.54
"1134",0.42,2.4,4.3
"1135",2.14,2.9,3.78
"1136",1.48,3.8,5.44
"1137",4.84,2.76,6.26
"1138",4.56,5.28,1.42
"1139",0.9,3.32,1.36
"1140",0.92,6.8,2.12
"1141",2.16,6.42,3.26
"1142",0.34,0.78,6.5
"1143",7,4.68,3.62
"1144",5.88,0.86,7.72
"1145",2.28,4.68,10.68
"1146",2.32,2.88,3.54
"1147",3.82,2.48,2.68
"1148",1.62,5.58,3.34
"1149",1.88,1.4,0.8
"1150",2.9,4.12,6.34
"1151",6.74,6.92,2.44
"1152",2.38,8.78,2.82
"1153",4.2,4.68,8.7
"1154",0.44,2.2,6.82
"1155",1.08,1.04,3.22
"1156",4.3,2.6,3.74
"1157",5.36,0.62,8.46
"1158",2.46,3.78,4.78
"1159",0.5,8,2.2
"1160",1.26,2.22,4.86
"1161",0.62,2.32,3.9
"1162",0.54,2.86,0.94
"1163",3.94,2.86,9.5
"1164",2.04,4.4,1.72
"1165",0.78,5.04,3.52
"1166",2.08,2.2,8.88
"1167",5.32,6.64,2.92
"1168",2.9,3.6,2.32
"1169",6.36,4.64,6.78
"1170",0.54,3.58,2.2
"1171",3.1,6.42,2.4
"1172",3.88,2.94,1.26
"1173",2.98,6.92,3.08
"1174",0.74,3.16,4.42
"1175",3.24,1.64,7.96
"1176",1.4,6.68,7.28
"1177",1.52,2.44,4.74
"1178",0.54,3.94,2.16
"1179",1.42,9.16,3.12
"1180",2.5,2.9,11.18
"1181",2.94,1.32,4.28
"1182",1.52,4.52,5.46
"1183",1.1,5.26,9.08
"1184",3.88,1.96,6.42
"1185",1.46,2.46,1.5
"1186",5,2.6,3.44
"1187",1.24,2.88,4.46
"1188",2.04,2,5.7
"1189",2.42,1.64,7
"1190",1.86,0.92,3.88
"1191",2.54,1.34,2.96
"1192",1.3,1.46,1.78
"1193",3.88,5.44,4.24
"1194",2.66,3.8,7.86
"1195",6.54,2.22,8.48
"1196",0.38,0.74,1.58
"1197",4.2,5.6,2.14
"1198",2.28,6.3,3.14
"1199",0.84,4.78,11.54
"1200",3.8,7.38,3.16
"1201",3.42,2.34,2.16
"1202",3.44,3.12,3.88
"1203",1.22,2.06,4.26
"1204",2.14,2.36,4.32
"1205",1.06,1.94,1.9
"1206",2.62,3.24,2.5
"1207",4.14,5.28,2.62
"1208",2.7,1.58,2.5
"1209",1.86,9.62,9
"1210",0.68,6.28,1.78
"1211",4.08,1.34,1.88
"1212",6.36,5.7,3.5
"1213",2.52,2.4,2.56
"1214",1.52,0.86,4.56
"1215",3.9,1.72,3.64
"1216",0.84,3.42,1.44
"1217",1.8,1.94,4.32
"1218",2.54,6.2,2.7
"1219",1.38,2.16,3.04
"1220",2.92,4.7,4.66
"1221",2.42,0.3,2.26
"1222",5.64,4.66,2
"1223",1.76,2.28,3.76
"1224",12.94,8.28,1.72
"1225",4.72,0.54,2.98
"1226",4.52,3.26,2.94
"1227",5.84,2.82,4.16
"1228",0.54,0.68,6.36
"1229",3.32,7.02,2.92
"1230",0.98,5.38,1.68
"1231",4.1,4.3,0.9
"1232",2.36,9.24,1.84
"1233",9.4,2.84,3.5
"1234",5.4,1.2,4.42
"1235",5.48,3.88,2.08
"1236",1.22,5.08,3.36
"1237",4.7,1.2,2.6
"1238",5.96,2.3,7.68
"1239",4.52,1.52,2.54
"1240",2.88,4.28,5.16
"1241",2.74,2.92,12.26
"1242",2.16,2.04,1.34
"1243",1.5,2.06,1.3
"1244",2.96,2.7,6.92
"1245",2.62,2.32,3.74
"1246",3.8,0.92,9.16
"1247",0.5,2.48,2.38
"1248",0.54,3.4,1.36
"1249",3.92,1.82,6.9
"1250",5.8,5.1,3.1
"1251",3.24,4.4,6.74
"1252",3.88,2.06,7.18
"1253",1.22,2.38,1.84
"1254",4.28,9.52,2.18
"1255",1.24,6.48,2.46
"1256",2.44,3.82,2.46
"1257",0.72,3.5,2.1
"1258",3.12,6.06,2.68
"1259",2.08,10.58,0.54
"1260",1.56,0.78,5.44
"1261",6.3,1.48,4.78
"1262",3.58,1.66,4.4
"1263",2.2,3.02,5.02
"1264",1.32,2.62,2.36
"1265",7.98,2.12,3.5
"1266",2.24,3.02,4.78
"1267",5.56,2.36,2.04
"1268",2.2,3.6,5.2
"1269",2.9,8.44,2.7
"1270",3.14,6.06,5.9
"1271",3.08,6.12,5.9
"1272",6.68,5.08,5.36
"1273",3.66,3.96,2.56
"1274",2.96,4.1,3.36
"1275",1.86,3.06,5
"1276",1.52,3.08,7.5
"1277",1.1,1.78,0.8
"1278",1.98,2.26,5.18
"1279",2.64,1.36,1.38
"1280",1.48,2.12,2.8
"1281",2,1.58,4
"1282",0.44,1.58,7.4
"1283",1.48,6.82,3.5
"1284",3.72,1.36,2.96
"1285",4.02,2.7,6.18
"1286",3.46,2.08,9.5
"1287",0.06,6.8,3.16
"1288",2.6,1.22,10.28
"1289",2.8,2.88,2.14
"1290",2.14,4.12,3.18
"1291",1.18,4.34,1.48
"1292",4.2,6.14,1.9
"1293",1.88,5.02,5.48
"1294",2.68,8.54,5.44
"1295",2.46,3.36,3.84
"1296",1.82,6.6,7.42
"1297",0.66,4.72,2.98
"1298",1.82,8.14,1.84
"1299",7.24,1.72,5.74
"1300",3,1.64,4.94
"1301",2,2.7,4.26
"1302",0.66,4.04,6.18
"1303",3.24,7.22,2.58
"1304",6.3,3.94,3.76
"1305",0.92,5.84,1.3
"1306",0.5,5.28,4.04
"1307",8.44,0.36,3.48
"1308",0.26,2.08,5.62
"1309",4.52,6.54,6.9
"1310",3.26,2.04,8.62
"1311",3,5.1,2.72
"1312",0.1,3.02,4.6
"1313",0.72,6.44,2.3
"1314",0.9,9.94,3.04
"1315",0.5,5.46,2.8
"1316",3.12,4.36,1.66
"1317",2.28,3.26,3.34
"1318",1.24,1.24,5.9
"1319",2.28,5.18,1.14
"1320",3.18,10.22,4.36
"1321",2.98,3.82,4.7
"1322",1.74,4.26,1.02
"1323",4.12,2.04,7.42
"1324",0.84,1.62,6.06
"1325",1.8,7.32,8.14
"1326",3.06,1.92,2.5
"1327",0.72,2.78,2.22
"1328",4.12,4.24,6.28
"1329",2.38,2.12,4.12
"1330",3.7,4.64,6.04
"1331",4.02,3.32,5.74
"1332",1.4,1.44,3.44
"1333",3.08,1.2,2.94
"1334",5.3,2.36,3.56
"1335",2.5,2.02,14.38
"1336",0.88,2.94,4.68
"1337",2,7.1,2.7
"1338",2.68,3.78,2.62
"1339",1.56,4.72,5.36
"1340",5.58,7.98,4.68
"1341",1.96,5.6,6.08
"1342",1.46,1.62,3.4
"1343",8.92,9.92,6.22
"1344",3.48,3.7,4.72
"1345",0.84,3.98,3.46
"1346",0.18,2.54,0.58
"1347",10.22,5.62,4.1
"1348",2.66,0.86,5.96
"1349",0.84,6.16,4.48
"1350",0.44,1.98,3.66
"1351",2.38,3.98,4.4
"1352",3.54,0.28,4.3
"1353",7,2.18,2.38
"1354",1.56,11.12,3.18
"1355",3.96,3.8,3.2
"1356",0.36,5.38,12.44
"1357",7.6,5.7,1.56
"1358",3.08,5.96,4.08
"1359",5.06,5.94,5.82
"1360",1.32,3.9,5.36
"1361",0.68,3.2,0.78
"1362",4.62,2.72,2.02
"1363",2.2,10.6,9.16
"1364",2.98,0.46,2.44
"1365",1.56,4.2,0.76
"1366",3.44,4.52,2.76
"1367",1.16,3.52,9.1
"1368",4.58,1.34,7.44
"1369",2.98,3.5,4.24
"1370",0.3,3.14,6.8
"1371",4.26,5.22,5.02
"1372",0.48,8.92,5.06
"1373",2.32,5.46,5.66
"1374",3.88,3.34,2.64
"1375",3.66,5.08,3.82
"1376",4.12,2,3.74
"1377",4.94,2.7,5.34
"1378",3.54,7.2,3.82
"1379",1.96,1.62,3.02
"1380",0.36,2.42,5.34
"1381",3.26,3.44,3.82
"1382",8.98,8.52,3.88
"1383",0.4,2.2,7.84
"1384",3.72,4.88,3.26
"1385",0.5,1.84,4.16
"1386",0.88,2.9,1.98
"1387",0.34,4.46,4.3
"1388",0.46,2.78,0.8
"1389",3,1.8,1.5
"1390",1.86,4.78,3
"1391",0.52,1.84,3.62
"1392",3.32,3.76,0.86
"1393",5.54,3.32,1.62
"1394",1.5,2,9.2
"1395",2.02,6.42,3.36
"1396",2.12,6.24,8.32
"1397",3.18,5.82,1.02
"1398",1.1,1.84,2
"1399",1.68,1.66,1.74
"1400",0.12,2.6,7.6
"1401",0.6,1.28,6.86
"1402",1.32,5,3.36
"1403",2.82,10.08,6.54
"1404",1.66,3.32,4.68
"1405",3.94,6.94,3.44
"1406",2.52,2.56,6
"1407",3.58,0.78,3.9
"1408",0.12,0.68,5.26
"1409",2.34,4.12,4.28
"1410",0.76,3.04,5.26
"1411",6.82,7.5,1.7
"1412",1.04,2.7,2.54
"1413",0.76,2.36,5.38
"1414",1.1,5.2,4.3
"1415",1.18,3.58,2.62
"1416",0.62,2.86,4.12
"1417",4.68,3.44,8.86
"1418",5.36,11.58,5.18
"1419",4.24,8.44,6.38
"1420",1.5,2.44,2.1
"1421",7.48,2.3,6.24
"1422",2.34,1.4,6.9
"1423",9.56,7.72,9.9
"1424",4.94,4.78,7.82
"1425",0.66,1.48,1.64
"1426",5.06,9.62,2.26
"1427",2.58,0.64,6.74
"1428",1.9,6.92,0.78
"1429",5.62,4.56,2.94
"1430",1.22,2.12,4.36
"1431",4.92,3.76,1.64
"1432",3.24,1.74,8.92
"1433",5.8,2.48,1.7
"1434",4,13.46,3.5
"1435",0.5,8.8,4.54
"1436",1.18,4.04,5.34
"1437",1.66,1.58,5.28
"1438",4.92,3.58,2.38
"1439",3.22,2.06,3.18
"1440",1,4.68,3.16
"1441",5,1.72,3.86
"1442",2.04,3.96,3.34
"1443",3.12,2.68,2.04
"1444",1.38,2.6,5.56
"1445",1,4.86,2.3
"1446",1.54,1.78,2.52
"1447",6.12,4.22,6.5
"1448",2.42,8.06,19.34
"1449",1.42,3.1,1.1
"1450",0.14,3.74,1.38
"1451",4.94,4.16,5.24
"1452",2.46,4.82,4.7
"1453",1.34,5.32,1.64
"1454",2.78,2.58,8.08
"1455",4.18,8.24,2.26
"1456",1.52,3.72,5.14
"1457",2.6,2.3,6.84
"1458",1.56,2.9,1.7
"1459",1.08,3.02,5.84
"1460",1.26,2.2,3.32
"1461",2.7,4.16,2.24
"1462",1.08,0.72,3.74
"1463",2.18,3.74,6.42
"1464",1.38,4.92,4.06
"1465",0.96,3,8.38
"1466",1.18,2.18,13.72
"1467",4.18,1.34,7.38
"1468",2.04,0.36,0.44
"1469",0.74,3.22,3.18
"1470",4.92,2.56,10.38
"1471",3.62,5.9,2.46
"1472",0.12,7.98,2.62
"1473",1.88,3.52,4.66
"1474",5.7,1.72,3.4
"1475",2.26,2.8,3.04
"1476",2.18,4.02,3.12
"1477",1.7,1.06,11.02
"1478",2.76,0.94,4.66
"1479",4.36,9.22,9.72
"1480",1.36,2.28,3.64
"1481",0.38,5.02,3
"1482",2.76,4.6,1.92
"1483",0.56,2.94,4.68
"1484",0.5,5.12,3.96
"1485",0.58,3.08,3.92
"1486",2.04,3.54,7.1
"1487",5,0.44,3.98
"1488",6.26,1.28,6.84
"1489",0.62,3.2,3.72
"1490",4.24,6.9,4.06
"1491",2.36,4.76,6.94
"1492",5.48,5.66,13.6
"1493",4.68,6.48,1.4
"1494",0.72,1.4,2.12
"1495",6.5,1.66,2.34
"1496",0.44,0.92,1.46
"1497",5.58,2.6,5.64
"1498",1.46,6.6,2.38
"1499",1.38,0.78,5.38
"1500",2.16,9.96,3.92
"1501",1.72,1.38,2.66
"1502",1.9,1.78,9.04
"1503",2.44,4.22,2.7
"1504",2.06,5.68,5.26
"1505",3.88,1.34,3.04
"1506",0.58,0.26,6.54
"1507",3.1,2.68,7.9
"1508",3.9,1.9,10.4
"1509",4.2,2.24,0.8
"1510",2.78,1.36,6.62
"1511",0.46,5.44,3.88
"1512",1.8,3.48,6.12
"1513",7.28,2.94,0.9
"1514",4.34,9.4,4.78
"1515",9.36,1.68,4.98
"1516",1.62,2.28,5.72
"1517",2.86,1.54,7.18
"1518",7.56,3.34,2.58
"1519",1.58,2.12,5.94
"1520",2.3,5.08,4.86
"1521",1.8,6.8,6.94
"1522",7.18,1.5,5.22
"1523",3,3.82,6.48
"1524",4.2,1,5
"1525",8.46,4.84,1.64
"1526",6.14,4.24,1.12
"1527",2.48,3.06,1.18
"1528",1.08,2.72,3.6
"1529",1.88,0.52,11.52
"1530",1.22,2.14,5.62
"1531",1.88,6.94,10.46
"1532",5.3,3.96,4.6
"1533",1.08,2.68,8.16
"1534",6.18,1.48,2.36
"1535",3.9,2.12,6.76
"1536",7.2,0.6,3.8
"1537",5.06,4.04,1.18
"1538",5.9,3.98,8.4
"1539",1.66,1.64,0.8
"1540",1.64,0.6,1.16
"1541",2.42,1.86,2.44
"1542",8.28,9.56,7.88
"1543",1.1,1.28,4.62
"1544",1.32,2.94,1.78
"1545",1.1,0.52,3.08
"1546",3.38,2.96,4.64
"1547",2.94,7.48,3.22
"1548",2.38,6.98,8.26
"1549",2,3.9,0.46
"1550",1.8,3.12,5.5
"1551",3.14,4.86,2.12
"1552",9.22,3.54,7.98
"1553",0.72,4.9,4.26
"1554",4.42,3.12,2.36
"1555",2.82,4.46,0.9
"1556",2.54,0.64,12.12
"1557",0.24,2.64,1.88
"1558",0.82,2.04,7.16
"1559",2.1,3.74,3.54
"1560",3.6,3.12,2.32
"1561",7.26,1.62,2.98
"1562",3.66,3.18,1.18
"1563",2.2,1.54,3.7
"1564",12.22,4.68,3.92
"1565",1.84,3.24,5.42
"1566",1.4,4.38,2.32
"1567",3,1.8,3.58
"1568",3.12,4.28,1.08
"1569",1.98,2.34,2.98
"1570",1,4.46,0.64
"1571",7.04,3.56,4.36
"1572",0.04,1.5,4
"1573",1.72,5.74,5.24
"1574",1.22,3.54,2.14
"1575",0.54,1.82,3.26
"1576",2.96,1.18,9.32
"1577",12.74,3.28,3.98
"1578",7.26,2.6,4.06
"1579",1.9,3.62,6.84
"1580",3.68,1.22,2.82
"1581",0.12,1.34,6.52
"1582",1.94,1.98,1.98
"1583",2.12,5.1,3.66
"1584",9.62,4.12,5.26
"1585",0.62,6.82,4.72
"1586",4.08,2.12,6.14
"1587",1.9,2.28,1.76
"1588",1.8,2.76,3.96
"1589",1.26,4.44,5.5
"1590",9.24,3.5,1.58
"1591",2.52,4.5,2.62
"1592",1.98,4.58,3.92
"1593",2.2,2.94,9.6
"1594",8.18,4.02,6.88
"1595",2.02,2.18,4.94
"1596",3.06,6.18,2.48
"1597",2.34,5,1.22
"1598",4.84,2.64,10.1
"1599",2.2,0.66,1.96
"1600",2.98,1.16,5.44
"1601",8.68,3.5,6.5
"1602",1.1,4.94,1.72
"1603",4.02,3.94,2.86
"1604",2.36,2.5,2.56
"1605",3.22,5.72,1.26
"1606",1,4.88,4.26
"1607",3.24,5.78,5.9
"1608",2.9,13.08,4.96
"1609",3.72,2.12,0.72
"1610",0.44,1.66,3.72
"1611",2.82,0.78,9.54
"1612",1.36,2.04,5.8
"1613",6.18,1.32,3.5
"1614",3.12,3.8,3.38
"1615",2.04,1.16,4.76
"1616",2.62,3.28,3.42
"1617",0.34,3.72,2.88
"1618",5.9,3.18,3.44
"1619",4.66,3.84,2.32
"1620",5.54,11.94,3.56
"1621",1.16,2.84,8.08
"1622",0.42,2.3,3.5
"1623",3.54,2.84,4.42
"1624",3.56,1.88,3.66
"1625",2.58,4.38,5.12
"1626",0.82,0.48,4.08
"1627",3.42,5.28,2.28
"1628",1.7,7.66,2
"1629",4.74,2.54,2.38
"1630",3.44,1.34,1.98
"1631",1.8,2.8,3.64
"1632",3.72,3.16,8.2
"1633",2.12,0.74,5.82
"1634",4.6,1.64,0.78
"1635",5.98,6.6,5.14
"1636",3.94,0.88,2.62
"1637",2.04,8.58,3.24
"1638",4.6,5.78,7.7
"1639",2.6,3.12,1.9
"1640",3.46,5.28,1.76
"1641",1.48,7.46,1.6
"1642",4.62,7.26,3.92
"1643",4.6,3.86,0.36
"1644",3.8,4,9.1
"1645",0.44,2.72,5.04
"1646",1.9,6.4,2.74
"1647",0.26,4.48,6.02
"1648",1.22,5.6,7.28
"1649",1.32,7.22,5.3
"1650",1.46,1.26,3.72
"1651",2.34,3.34,3.5
"1652",0.6,0.92,4.54
"1653",2.44,4.98,7.8
"1654",7.58,2.38,4.44
"1655",0.46,1.76,7.56
"1656",5.4,1.14,3.86
"1657",3.4,2.86,4.26
"1658",2.7,2.62,2.2
"1659",1.88,5.68,3.34
"1660",1.56,1,5.72
"1661",1.88,2.3,1.96
"1662",2.5,3.24,4.92
"1663",6.8,2.6,3.3
"1664",2.44,3.04,3.26
"1665",1.82,1.2,11.26
"1666",3.86,0.74,2.64
"1667",0.1,1.86,3.26
"1668",1.82,11.16,4.5
"1669",2.16,1.5,4.68
"1670",1.98,2.46,9.72
"1671",2.78,3.54,4.1
"1672",2.42,4.88,4.1
"1673",2.48,1.34,2.22
"1674",2.92,3.6,1.64
"1675",4.38,3.2,7.62
"1676",4.82,4.5,3.08
"1677",5.4,4.3,2.2
"1678",4.44,1.92,2.04
"1679",3.46,4.36,4.72
"1680",4.06,4.76,4.32
"1681",0.7,3.88,8.6
"1682",11.24,6.92,5.88
"1683",7.48,1.02,2.12
"1684",2.44,5.56,4.9
"1685",5.16,6.14,5.88
"1686",0.42,6.2,7.34
"1687",1.16,0.54,3.98
"1688",1.8,2.18,3.24
"1689",2.5,6.4,2.5
"1690",3.9,2.96,2.34
"1691",4.34,5.08,8.84
"1692",7.56,2.16,3.22
"1693",3.78,6.68,1.14
"1694",1.5,8.84,2.54
"1695",0.48,2.68,1.68
"1696",4.9,1.48,4.16
"1697",3.88,5.14,1.32
"1698",2.94,0.52,3.68
"1699",1.7,1.36,3.04
"1700",0.28,2.98,14.04
"1701",3.24,0.62,6.86
"1702",1.8,4.46,5.4
"1703",2.06,2.96,2.28
"1704",4.84,5.26,7.28
"1705",1.76,2.36,4.78
"1706",2.6,2.56,5.66
"1707",9.66,2.16,4.32
"1708",2.52,7.2,6.46
"1709",1.84,9.24,1.26
"1710",8.7,4.08,6.4
"1711",0.56,13.48,6.56
"1712",1.88,1.86,4.46
"1713",1.06,0.8,7.92
"1714",1.88,2.04,2.6
"1715",4.5,2.7,3.08
"1716",3.56,2.6,3.58
"1717",0.92,5,5.52
"1718",1.32,1.7,9.92
"1719",1.48,4.46,5.4
"1720",4.04,0.74,9.76
"1721",10.82,6.68,12.78
"1722",3.56,3.88,3.58
"1723",3.18,2.94,4.92
"1724",1.58,1.66,6.6
"1725",2.86,5.26,3.26
"1726",0.78,1.8,1.08
"1727",2.34,8.44,5.54
"1728",2.12,4.64,9.68
"1729",2.02,1.9,3.56
"1730",1.34,4.32,4.56
"1731",4.68,6.56,10.04
"1732",5.94,1.42,8
"1733",3.16,3.26,0.78
"1734",6.16,5.9,6.84
"1735",1.8,3.46,5.98
"1736",1.58,1.32,7.7
"1737",0.78,1.72,2.16
"1738",2.82,4.62,15.3
"1739",5.52,3.26,4.5
"1740",2.06,3.8,3.84
"1741",2.3,14.48,0.96
"1742",4.3,4.66,3.4
"1743",2.32,7.46,3.66
"1744",6.46,6.24,5.66
"1745",2.82,2.9,6.62
"1746",0.72,3.06,2.04
"1747",0.26,3.98,4.56
"1748",1.14,2.16,11.36
"1749",0.92,0.94,4.5
"1750",2.44,4.42,3.04
"1751",2.28,3.14,3.4
"1752",4.9,0.82,10.76
"1753",1.56,0.24,1.88
"1754",2.64,6.74,1.58
"1755",1.32,4.18,2.8
"1756",1.2,2.28,2.7
"1757",0.44,6.34,6.24
"1758",5.3,1.42,8.78
"1759",1.54,2.42,5.6
"1760",1.18,2.5,3
"1761",1.16,2.94,3.38
"1762",2.14,5.24,3.62
"1763",4.36,3.82,4.34
"1764",5.88,2.44,4.62
"1765",6.44,6.2,4.76
"1766",3.64,1.96,6.44
"1767",3.16,1.94,8.3
"1768",2.46,0.38,3.92
"1769",0.8,5.22,4.24
"1770",5.72,2.3,4.68
"1771",1.36,2.7,1.84
"1772",1.34,4.36,3.94
"1773",2.44,1.78,4.7
"1774",4.04,2.82,1.1
"1775",2.88,1.26,3
"1776",3.16,1.7,3.52
"1777",3.06,5.52,2.06
"1778",4.24,4.84,1.02
"1779",2.72,7.84,8.5
"1780",2.18,4.28,6.14
"1781",5.08,3.14,3.78
"1782",2.38,4.54,2.3
"1783",2.5,1.02,3.6
"1784",1.84,8.86,3.04
"1785",4.6,0.18,5.06
"1786",0.76,7.86,3.08
"1787",4.76,2.94,2.24
"1788",0.86,2.9,6.72
"1789",6.28,1.82,7.1
"1790",2.2,1.06,3.1
"1791",2.16,1.88,2.8
"1792",10.6,3.74,1.82
"1793",1.86,3.16,2.46
"1794",3,4.68,1.98
"1795",4.36,4.32,3.56
"1796",7.14,3.42,1.62
"1797",1.04,7.64,9.04
"1798",4.02,3.24,6.86
"1799",2.06,3.34,5.52
"1800",3.32,1.32,4.38
"1801",2.84,4.14,4.78
"1802",2.76,2.28,2.4
"1803",2.16,7.58,2.3
"1804",0.44,2.9,10.64
"1805",1.26,8.12,5.38
"1806",2.28,1.22,2.38
"1807",1.1,2.74,6.54
"1808",4.08,5.22,7.16
"1809",2.44,1.88,1.4
"1810",2.82,1.36,4.72
"1811",0.78,2.46,1.84
"1812",0.46,4.64,4.7
"1813",3.5,6.06,2.34
"1814",1.46,1.18,4.06
"1815",1.42,2.94,4.08
"1816",1.18,1.02,4.12
"1817",4.32,9.68,4.74
"1818",1.94,6.82,4.88
"1819",3.96,3.14,6.22
"1820",5.08,2.48,1.48
"1821",5.36,7.82,3.44
"1822",2.7,1.72,8.14
"1823",4.68,3.02,4.36
